"Country Code","country name","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"ERI","Eritrea",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","8.569661","16.4165","17.48829","19.62569","25.89045","23.01566","23.28777","23.83199","26.13968","27.18864","29.30321","29.55866","30.10289","30.42067","31.1685","31.1685","31.1685","30.35216","30.35834","31.17467"
"ESP","Spain","65.09224","65.87526","68.44027","67.20623","68.74326","69.25416","69.78172","70.53574","71.01762","72.00425","71.48286","71.21693","70.94482","71.21693","72.26588","71.72166","71.13794","70.2821","68.40015","83.10817","82.87492","86.62775","90.27335","92.74969","94.0218","94.81531","91.24479","90.92372","91.19583","91.14688","92.07181","92.81635","92.27213","91.70057","91.65161","93.01668","94.45353","95.66723","95.61828","96.44406","96.17195","95.89984","96.17195"
"EST","Estonia",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","11.65233","16.2937","19.49055","24.49035","46.4783","48.3537","54.16264","53.74638","55.80768","58.19005","60.58267","61.22276","62.50105","65.98524","66.75159","68.62307","70.11873","72.54491","73.12142","72.89826","74.91821","75.46244"
"ETH","Ethiopia","37.25721","38.25432","38.25432","37.26339","37.26956","38.02974","38.53447","39.29465","39.54393","40.30412","40.55339","41.5752","41.82448","42.08611","41.58755","42.09229","43.10792","43.10792","43.10792","43.11409","43.88476","46.31711","46.83419","47.37841","66.41141","67.97847","50.56046","52.06231","52.06848","52.6127","53.93377","54.4385","54.18922","71.40466","75.73537","77.57454","79.78373","80.94726","80.95343","81.42587","81.68132","82.70415","83.6229"
"FIN","Finland","74.70507","75.77686","78.57693","77.09033","80.81244","81.37519","82.91222","83.94451","86.06853","86.86204","87.69402","88.23824","89.28719","89.75635","89.75635","90.51035","90.26107","89.1788","86.16273","77.9504","78.95369","86.9624","88.54613","89.83818","90.13641","90.4147","90.68681","90.95892","90.73577","90.73577","90.73577","91.26044","89.45852","90.35115","93.5428","88.51694","89.95707","91.61709","90.08111","90.70162","90.28143","89.3888","91.42005"
"FJI","Fiji","12.04052","12.04052","17.40503","18.68229","20.98136","21.23682","23.74812","23.74812","46.09618","46.09618","46.85019","47.36727","47.61654","48.95427","48.65932","49.66879","50.17969","51.81236","54.77228","57.4934","52.98594","52.87984","52.87984","55.49297","57.59087","58.40721","58.70833","60.27868","60.27868","62.6487","64.8256","65.3365","65.59196","66.9192","64.18141","63.99055","65.2532","66.05288","66.30216","67.31162","68.63268","68.81963","70.45231"
"FRA","France","91.15099","91.40645","91.6619","91.91117","91.91735","92.17281","92.17281","92.17281","95.99261","96.02489","96.02489","96.02489","96.24805","96.24805","96.47121","96.1991","94.83854","93.38503","92.29658","90.6639","90.36896","94.47347","97.02612","98.01666","98.04278","98.04278","96.08331","96.10943","96.58804","96.36488","96.36488","96.58804","96.36488","95.91857","96.36488","96.58804","97.25751","97.70383","97.92699","97.70383","97.73612","97.73612","97.51296"
"FRO","Faeroe Islands","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.544225","1.544225","1.272112","1.0","1.0","1.0","1.0","1.0","1.0","1.544225","1.544225","1.544225","1.544225","2.088449","2.088449","2.632674","3.176898","3.176898","3.176898","3.176898","3.176898","3.176898","3.176898"
"FSM","Micronesia, Fed. Sts.",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1.544225","1.544225","1.544225","1.544225","1.544225","3.176898","3.176898","7.256677","8.820846","8.820846","9.092957","9.36507","9.863625","9.863625","10.13574","10.67996","10.67996","10.67996","10.13574","10.67996","11.22419","11.76841","11.76841","11.76841","12.04052","17.43835","17.96591"
"GAB","Gabon","26.15577","28.99533","28.32218","30.15846","31.02664","31.89482","38.26995","40.39069","43.95712","44.95423","45.99701","46.00935","46.28147","45.17636","45.74342","49.58009","51.15044","49.52394","46.82565","44.59877","43.80527","48.38551","48.13623","48.13623","49.20802","49.20802","48.39169","46.78185","69.53223","71.70913","65.19928","49.4135","48.30839","48.37689","66.22951","67.20667","69.87556","71.22564","72.93461","71.77482","68.29744","51.8829","51.8829"
"GBR","United Kingdom","97.02058","97.02058","97.02058","97.02058","97.26987","97.26987","97.04671","97.04671","97.04671","97.04671","96.7746","96.7746","96.75176","97.02387","96.7746","95.95826","94.59769","93.78136","92.14868","90.2439","89.69968","95.14192","95.81139","97.8186","98.04176","97.9928","95.85913","95.81017","95.81017","96.3544","96.57756","97.05","97.05","96.82684","96.28262","95.8363","95.88525","96.15736","96.15736","95.9342","95.66209","95.66209","95.9342"
"GEO","Georgia",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7.073997","12.4385","16.16477","18.56812","23.01134","24.09979","26.72527","26.72527","28.86885","32.96284","33.91615","34.13828","38.13667","37.57578","39.1523","43.39996","47.37365","49.41972","49.9411","49.63567","50.10091","50.14658"
"GHA","Ghana","41.33401","42.46812","41.84064","61.84875","69.34381","70.71055","74.10855","75.68507","76.73403","76.51087","77.21264","77.25111","77.50039","78.57217","77.21162","79.34471","79.63966","77.6526","73.01003","68.91786","69.74365","73.01518","73.46149","75.88767","76.68735","78.32619","78.74517","80.06624","80.04958","80.86591","82.60718","84.19707","83.67568","83.73081","83.36407","82.86552","83.64236","84.45869","84.48154","84.98009","83.84268","83.59669","84.9406"
"GIN","Guinea","34.12402","34.12402","32.37908","33.88092","34.63493","34.89038","37.94346","38.95292","40.47329","40.98419","41.23965","41.23965","41.252","41.7629","43.27092","43.27092","43.53254","43.28327","43.28327","43.29562","43.55107","62.9389","63.19435","65.01398","64.82104","67.10654","66.55781","66.09155","66.13721","67.76989","73.15797","72.70508","73.20364","74.7633","69.37046","73.65369","74.93918","74.76498","74.1323","74.00705","73.14176","73.16788","73.26579"
"GMB","Gambia, The","17.75613","20.99673","19.99963","19.00252","19.00252","18.76559","20.77833","21.53234","22.80343","22.0556","22.80343","23.56361","23.56361","23.81289","25.08398","25.09015","25.09633","25.1025","24.85323","24.86558","26.1595","29.66364","29.91909","29.91909","30.97422","32.04601","32.05836","33.8675","52.84414","53.66994","57.20714","59.24561","60.68742","60.91058","62.05867","62.8705","63.09365","63.79542","65.26457","65.8088","65.19896","64.88735","64.66419"
"GNB","Guinea-Bissau",".",".",".",".","3.991329","3.991329","11.11312","16.93913","20.8153","23.69436","24.49404","24.80134","25.59484","25.88979","26.65615","27.18371","27.71128","28.2555","29.07184","28.84539","31.16113","51.11165","52.65381","54.46069","57.91092","58.37885","56.24601","55.79969","54.36284","55.52186","38.56187","38.81732","37.75171","60.21434","59.62116","37.75171","40.17788","42.61024","42.00368","62.61872","62.00316","62.53401","45.62627"
"GNQ","Equatorial Guinea","10.18141","10.18141","10.18141","10.18141","10.18141","10.67996","11.92635","11.92635","11.92635","12.4249","12.92346","18.28796","18.28796","18.28796","18.28796","18.79887","19.56523","19.82068","19.5714","20.06996","21.43052","23.04653","23.30198","24.66255","24.66255","24.66255","25.46222","26.54019","26.54019","27.37936","27.37936","27.37936","27.60149","29.85734","28.76889","29.31311","29.85734","30.40156","30.90012","31.71645","31.90958","32.15886","32.97519"
"GRC","Greece","57.08875","57.08875","57.09493","57.35656","59.12003","59.38165","59.63711","61.14081","62.66549","62.94378","64.242","65.2743","65.55259","66.62437","66.38128","66.65956","67.93496","65.46929","60.01038","53.45686","53.66664","80.84454","82.70036","86.8139","86.10042","85.33304","86.07758","86.87109","87.82213","87.57285","87.57285","88.04529","89.51483","89.59608","89.32397","89.07469","91.20714","92.59504","92.89327","91.78077","91.53477","91.55761","91.2855"
"GRD","Grenada",".",".",".",".","15.30898","15.81989","16.07534","16.07534","16.07534","19.39622","20.39951","21.16587","21.16587","21.16587","21.16587","20.41804","20.41804","20.67349","20.92894","21.67677","22.95835","27.02337","27.27882","27.27882","28.33395","29.16264","28.60176","29.67355","29.929","30.47322","32.33234","31.71961","31.71961","32.47362","32.4403","33.49543","51.74212","51.88691","51.46794","52.56913","53.88074","54.1039","53.35813"
"GRL","Greenland","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.544225","1.544225","1.544225","1.544225","1.544225","1.544225","1.544225","1.544225","2.088449","1.544225","1.544225","1.544225","2.088449","2.632674","2.632674","2.632674","2.632674","2.632674","2.632674","2.632674"
"GTM","Guatemala","49.09327","49.95528","50.77161","53.58835","52.67209","53.47177","54.5269","55.07112","54.78235","54.49358","54.18815","53.37181","52.01125","55.24327","54.69905","55.49873","56.2984","53.8494","51.61634","49.89851","50.40941","51.76997","68.92906","53.88454","69.50558","75.25301","72.25571","56.63467","56.63467","58.25069","58.25069","58.25069","58.00141","57.96191","76.45667","78.43896","80.02268","81.92747","82.44886","82.4322","82.92747","83.47169","84.28803"
"GUM","Guam","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.632674","2.088449","2.088449","2.088449","2.632674","2.632674","2.632674","2.632674","2.632674","1.544225","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.088449","2.632674"
"GUY","Guyana","17.10329","20.95662","22.25485","26.30131","24.13867","26.25324","28.63561","31.00563","31.5332","31.5332","33.53977","34.54923","34.32278","35.13912","35.924","37.23459","37.23459","36.69036","36.91249","58.14188","57.25214","37.96762","54.29845","55.86056","56.79044","59.83836","39.1826","39.94896","41.02075","42.63676","42.63676","43.4531","42.95454","43.24949","44.32128","44.32128","44.32128","45.13762","45.13762","45.38689","45.93112","44.00967","45.64235"
"HND","Honduras","35.85608","36.44597","37.74421","37.81271","38.35693","39.17327","40.50051","42.32014","43.82198","44.59451","44.84996","44.5902","44.04597","47.84506","46.73995","47.53963","47.81174","44.00217","40.1926","37.72692","37.98238","41.24773","58.49546","59.61124","61.22726","65.58575","64.74704","63.963","63.963","64.21844","64.21844","65.53951","66.61131","68.22732","68.79438","68.55745","67.74111","70.39991","70.17675","70.22859","71.24854","71.48116","72.29749"
"HRV","Croatia",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","27.79022","27.79022","27.79022","32.10453","36.36698","39.15471","42.80816","44.34088","65.32537","66.47346","70.12607","71.62032","74.18738","78.17013","79.15347","81.01547","83.78614","85.50457","85.98318","85.74336","85.47124","85.99264"
"HTI","Haiti","34.39373","34.93796","35.7543","37.55108","38.87833","39.93345","40.74979","42.07703","41.51615","41.19837","41.89005","41.5951","40.48999","41.05705","39.49905","38.25267","38.25267","37.41349","36.59716","35.76416","34.51777","39.01285","39.01285","39.82919","39.82919","39.3763","40.14266","41.45755","40.70972","41.5094","41.5094","41.5094","40.96517","41.75867","42.57501","42.58118","42.58118","45.57442","45.57442","46.08533","46.885","47.14046","48.2289"
"HUN","Hungary","45.78093","46.85272","48.91113","46.48255","52.5689","52.9052","54.21579","55.54303","58.29316","60.97479","62.59081","64.45609","65.54455","66.07211","63.57934","63.56268","63.53984","59.4415","68.33602","65.75083","67.29874","69.96929","74.06944","79.56682","82.91341","84.01132","86.49713","86.9924","87.69418","89.03808","89.03808","89.60842","89.34248","91.08742","90.04464","89.82148","90.62116","90.89327","91.64111","91.69006","90.87373","91.4013","91.4013"
"IDN","Indonesia","34.7811","36.39711","37.75767","54.96821","60.65865","62.61856","66.78826","69.66302","70.16775","70.73707","53.61234","53.36924","53.84496","55.1722","52.88303","53.64321","53.3711","52.53811","67.05404","65.5789","66.35903","67.50878","72.1834","74.84219","74.14474","75.80476","77.21427","77.82637","76.81918","77.6678","77.95555","78.42799","79.45739","80.40844","80.03841","80.29387","82.08408","83.99338","85.06517","86.03905","86.02238","86.22889","87.57278"
"IMY","Isle of Man","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112"
"IND","India","58.59548","60.14917","60.42128","61.95213","62.47969","63.24605","64.2907","65.31682","65.54943","65.2835","65.26684","64.97189","64.68311","65.21686","65.21686","65.72159","65.97704","64.34437","77.80414","74.21773","73.96845","75.35513","79.57275","82.62562","84.41583","84.07688","84.67007","84.75131","84.305","85.29554","86.90659","87.25996","87.21101","87.74185","87.6929","88.61782","90.13593","90.92943","91.16205","91.16205","91.70628","92.01068","91.73857"
"IRL","Ireland","63.83791","65.21411","66.61642","67.94695","69.33981","69.08211","71.67568","73.47865","76.1337","76.82827","77.03806","76.75546","75.96812","77.92476","78.81577","79.85855","81.1858","78.46468","74.07138","69.37986","70.15381","74.83157","77.98563","80.4836","82.11627","83.09672","83.84455","85.18227","85.39206","86.45767","87.0019","87.81823","87.89949","87.23001","87.85053","87.85053","87.08315","89.3756","87.86245","90.14298","89.69996","90.41839","90.67055"
"IRN","Iran, Islamic Rep.",".",".",".",".",".",".",".",".",".","61.60743","41.17727","39.31815","38.70542","39.95181","40.13258","39.88947","39.59453","36.60129","35.20124","33.02434","32.25367","41.14821","43.14243","44.50299","45.31933","46.38494","46.92917","46.92917","46.92917","47.74551","48.25641","48.50569","63.33651","64.96918","63.62817","63.66047","66.60475","67.67036","67.70266","68.21356","68.75778","68.21356","68.50851"
"IRQ","Iraq","35.09644","35.86897","37.37698","40.13756","39.38972","42.15648","43.93847","45.70811","46.20667","46.97303","46.9792","48.48104","48.24411","48.24411","47.74556","48.00101","48.76119","49.01665","49.52138","49.77683","50.5765","57.1757","57.1757","57.1757","57.1757","57.1757","56.92643","57.18188","57.43116","56.68333","56.43405","56.97827","54.446","54.446","52.51838","52.01983","51.52127","53.38039","52.88183","53.69817","55.63197","55.63197","55.92691"
"ISL","Iceland","37.71839","39.53988","42.78666","41.59829","42.62441","43.42409","44.46256","45.71512","47.82351","48.87247","49.67215","50.49466","51.28816","54.83179","53.66008","54.4431","54.97067","52.23289","46.24642","39.42695","39.18385","42.99342","43.79309","46.53706","46.79251","48.15307","48.15307","67.07747","69.50487","70.52153","71.23995","71.46929","71.72186","69.31607","50.4836","50.4836","51.57204","52.93261","70.78522","72.99274","72.76958","54.2475","54.77506"
"ISR","Israel","49.7917","51.12512","51.91862","53.49514","52.05132","52.851","53.90613","54.43369","53.33476","52.47893","51.31149","49.95093","48.3016","48.3016","48.84582","49.34438","48.80015","49.25921","48.42004","47.85298","48.60081","50.8129","52.31474","53.92457","55.21663","55.47208","56.79315","57.0881","57.84211","57.34355","57.59283","57.84211","58.05189","58.59611","59.911","60.65884","61.73063","61.73063","79.52856","80.61701","81.06333","65.79565","65.25143"
"ITA","Italy","88.92886","88.9122","89.67238","89.67238","90.18329","90.18329","90.43874","90.42208","90.42208","90.62858","91.04877","91.03212","90.76","91.25527","91.52739","91.48788","90.69438","89.33382","87.67831","85.33789","85.11473","90.33382","91.89143","95.80914","94.97163","92.54302","92.76618","93.51073","94.06441","94.01545","94.46177","95.13124","95.13124","94.46177","94.18966","94.88525","96.27315","97.88421","97.88421","98.15632","97.66105","97.69334","97.51914"
"JAM","Jamaica","23.64874","26.03542","26.3532","29.47723","31.62081","34.29195","40.50669","44.4347","45.94272","46.44127","47.20145","48.46637","47.89931","49.82693","45.86559","46.67145","47.18235","45.00546","42.60829","61.08921","59.99915","45.77181","48.4016","47.84071","47.59761","69.05471","49.03902","49.0452","49.54993","50.11699","50.91667","50.62172","48.99522","49.81156","67.65408","68.80217","69.50394","69.53623","70.23182","70.23182","71.88405","73.63516","72.96569"
"JOR","Jordan","27.17811","28.77129","25.83798","32.95663","33.77914","37.17528","38.29891","39.90875","40.95153","42.95193","43.74112","43.9904","44.24585","46.93365","53.8944","54.28495","53.16318","49.33695","44.94984","59.82485","60.12308","67.34506","71.61736","76.19431","75.65626","76.44976","78.94772","78.38684","77.23156","78.57875","81.68218","83.04891","82.48804","83.28771","84.29099","84.8019","84.8019","85.55591","85.82802","86.33275","86.35558","86.35558","86.6277"
"JPN","Japan","58.2382","60.05783","61.40173","62.45686","63.25654","65.05519","66.11032","66.88716","66.8705","66.58173","66.56507","66.02084","65.20451","65.47662","65.75491","65.98753","65.71542","64.85958","62.9548","59.68945","59.44017","64.84292","83.65874","84.82349","83.81506","68.06877","84.11947","85.15897","85.44054","84.64703","84.42388","84.9681","87.92757","88.19968","87.356","86.26633","87.06601","87.56128","86.74494","87.81673","88.88357","89.15569","90.09727"
"KAZ","Kazakhstan",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","11.97011","17.07916","17.8955","23.58081","30.02443","32.90349","33.97528","33.93579","35.82392","39.30522","41.38029","43.47389","44.27357","43.73552","44.27974","46.16787","65.69409","66.70355","67.21445","68.49274","68.26958","70.09538"
"KEN","Kenya","35.18835","38.57214","40.4436","42.0658","44.25505","45.86488","48.72728","50.05453","50.0607","50.52594","51.79889","52.2703","52.23081","54.37439","54.03377","55.37767","56.69873","53.68266","66.64879","68.61295","67.02762","67.40755","71.64754","73.23126","75.37484","76.83331","75.99459","76.25005","74.74757","77.79427","79.99973","81.99973","81.6943","82.51064","82.22186","82.25416","82.84734","83.46336","83.19741","83.74493","82.63982","82.34486","83.48227"
"KGZ","Kyrgyz Republic",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","8.661001","19.39001","21.2948","24.75327","27.70083","29.06139","30.14984","46.02633","49.96115","53.31843","54.02677","55.05617","58.90809","59.29825","62.86531","63.93999","64.97948","65.77916","65.3129","64.54552","64.54552","66.90936"
"KHM","Cambodia","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.97514","23.43091","22.93236","25.92369","26.71719","27.51687","27.29042","29.19521","31.55905","31.01483","32.60183","33.87292","34.68926","35.74439","36.31145","35.20634","51.30599","58.95717","59.94051","60.19596","58.77866","59.50037","61.19268","61.66512"
"KIR","Kiribati",".",".",".",".",".",".",".",".",".","7.256677","12.11028","13.13209","13.87992","13.87992","13.13209","13.38754","13.38754","13.64299","13.89844","13.89844","14.64628","16.00684","16.00684","16.00684","16.27895","17.07863","16.5344","17.07863","17.07863","17.35074","17.62285","18.69464","19.17654","19.17654","19.43199","18.93343","20.02188","16.28272","20.27734","20.27734","21.06035","21.06035","21.06035"
"KNA","St. Kitts and Nevis",".",".",".",".",".",".",".",".",".",".",".",".",".","9.629852","9.629852","9.629852","9.629852","9.885304","10.14076","10.14076","10.66832","12.82856","13.08401","13.35613","13.88369","37.1783","16.02727","17.0824","17.33785","18.40964","18.40964","19.43145","20.23113","20.77535","19.94236","20.48658","20.74203","25.29753","25.84176","26.64143","27.13999","26.85122","27.39544"
"KOR","Korea, Rep.","26.27479","27.61438","28.90644","31.48007","33.52613","35.86714","38.43646","40.25608","41.55431","42.56377","43.56706","44.09462","44.59935","43.53374","42.24168","42.93954","42.90004","45.31573","47.47597","50.61048","47.57775","46.9712","50.1452","70.03052","70.38387","71.34109","74.91535","77.97196","77.18792","78.27637","82.2815","84.18629","84.95264","84.55528","83.00882","83.26427","84.33606","86.94712","87.59993","88.87204","89.59047","89.84592","90.37348"
"KWT","Kuwait","25.81569","25.86136","24.44037","27.51873","34.04561","35.87758","37.73239","39.80747","41.84735","42.65321","43.70216","46.27579","46.27579","49.01975","51.74087","52.78982","53.04528","50.00637","45.92469","43.1869","42.19597","51.04484","50.2285","50.23468","51.05719","50.67281","51.66992","51.68227","52.19318","54.30775","54.85197","55.61215","54.21827","55.29006","56.92274","57.42746","57.70575","59.81415","60.0696","60.31887","60.02393","60.81743","61.08954"
"LAO","Lao PDR","23.19419","23.19419","22.18978","18.50693","18.50693","18.50693","17.50252","19.17654","22.52458","22.52458","22.52458","22.52458","22.52458","22.52458","26.54223","26.20742","26.20742","26.20742","26.20742","26.20742","26.20742","27.63865","26.29943","26.66491","27.39585","27.45719","29.28456","29.28456","29.25389","29.61936","29.61936","30.68511","30.28897","30.28897","29.58869","29.95417","33.24343","33.97438","33.24343","33.63957","32.90862","33.63957","33.97438"
"LBN","Lebanon","39.37982","39.87837","39.37982","41.39256","41.15564","41.90964","42.1651","42.676","45.23053","46.25233","46.50779","46.25851","46.50779","46.76942","47.5296","47.78505","47.2865","47.54813","47.54813","47.54813","47.7974","54.58973","54.34045","53.77956","53.61114","54.68293","54.93221","56.80367","57.05912","57.87546","57.87546","58.42587","58.06858","58.31786","73.3519","74.61455","76.0397","60.73973","61.23829","61.23829","61.78251","61.78251","61.78251"
"LBR","Liberia","29.78506","30.53289","29.78506","30.28362","31.79163","32.04708","32.81344","33.32435","32.82579","33.8229","34.84472","35.10634","35.61724","35.8727","36.38978","36.65758","37.41159","37.66704","37.17466","37.17466","37.1975","38.06568","40.60168","40.85713","41.17491","43.01737","43.06304","43.06304","43.06304","43.38082","43.38082","43.63628","40.28149","41.57972","40.79857","40.79857","41.3428","42.15913","42.70336","44.02443","44.77226","43.95592","60.93752"
"LBY","Libya","29.15571","29.15571","32.14704","34.39054","36.13548","36.63404","37.63732","38.13588","38.63443","39.38226","39.13298","38.88371","38.63443","38.63443","39.13298","39.13298","39.13298","39.13298","39.13298","39.38226","41.28705","43.75889","43.75889","43.75889","44.30312","46.48001","47.29635","47.29635","47.5518","63.17284","64.88181","64.14383","46.93908","47.4833","47.23402","49.11597","51.25338","52.31899","70.83986","69.57721","67.64509","52.02404","52.5911"
"LCA","St. Lucia",".",".",".",".",".",".",".",".",".","13.10067","16.1661","16.67701","16.67701","16.67701","16.93246","20.17924","20.69015","20.69015","21.69343","21.69343","22.71955","25.42402","25.67947","26.76792","27.56759","50.54609","31.05507","30.74965","31.06743","32.68344","33.182","33.6929","33.13202","33.38747","33.38747","34.2038","36.56765","36.56765","37.00388","37.82021","37.82021","37.00388","38.63655"
"LIE","Liechtenstein","12.2177","13.49496","14.51677","15.02768","15.02768","15.28313","16.81584","16.81584","16.81584","17.5822","18.09311","19.37037","19.88128","20.64763","20.90308","21.15854","22.18035","22.18035","22.4358","22.4358","22.9467","24.24063","24.24063","24.51274","25.02365","25.55121","25.82332","26.07878","26.33423","27.13391","27.13391","27.38936","27.64481","27.35604","27.90026","27.61149","28.15572","28.15572","28.41117","28.41117","28.93873","28.66662","28.93873"
"LKA","Sri Lanka",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","46.17347","47.78948","65.47736","66.25091","66.36897","66.24371","69.59275","71.19332","73.74084","75.08802","75.31118","76.01295","75.83875","77.19931","77.47142"
"LSO","Lesotho","17.91162","18.41018","17.16379","19.17654","18.67798","19.44434","20.2107","20.70925","21.95564","21.95564","22.95892","23.46983","23.46983","23.476","22.97745","23.2329","24.24236","23.74381","23.99926","24.25471","24.52682","28.10995","27.61757","27.61757","28.1618","29.77781","31.27965","32.32243","32.07933","33.10114","32.55692","32.55692","34.08963","34.85599","34.55056","36.98291","34.37596","34.37596","53.10661","35.92347","53.57454","53.57454","55.28351"
"LTU","Lithuania",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","14.1451","13.89583","17.25994","21.47672","42.39663","50.39605","50.76382","54.34323","55.65279","57.77869","60.83053","61.91178","62.42269","65.07716","70.164","70.92419","72.19958","74.94781","76.0196","75.25717","74.11977","74.84766","74.40134"
"LUX","Luxembourg","60.87434","61.38524","61.36858","56.61565","55.85116","56.32688","56.78594","59.75443","60.25916","57.51711","56.75262","56.75262","56.70695","58.84435","59.66069","59.66069","59.41142","56.40152","50.18861","45.01847","45.51703","52.62096","77.10912","77.13525","56.15842","55.88631","55.88631","55.88631","56.14176","57.45665","57.45665","58.20448","57.66026","58.20448","59.02082","59.02082","61.15822","80.74921","80.30289","80.12869","78.2924","78.83663","79.1577"
"LVA","Latvia",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","17.86334","17.36478","16.61695","21.25832","26.8147","30.47247","31.54426","36.1572","37.67757","41.67595","43.29197","43.19632","44.21813","45.02398","48.78357","50.05466","54.20911","56.01825","56.54582","57.36216","57.05672","56.78461","57.60095"
"MAC","Macao, China","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.272112","1.544225","1.544225","2.632674","3.176898","3.176898","3.993235","3.993235","4.265348","4.265348","4.265348","4.265348","4.53746","4.53746","4.265348","4.53746","4.53746","4.53746","4.809573","4.809573","4.53746","4.809573","4.809573"
"MAR","Morocco","47.27725","49.14872","51.51874","53.84926","52.40545","53.49576","55.80345","59.13913","60.14241","60.14241","60.65949","60.41639","61.1704","62.28168","62.57663","62.85492","62.85492","60.13997","54.19917","48.15037","49.39676","71.51909","74.5993","79.17477","78.32781","74.01603","59.98817","59.69939","59.69939","60.74218","78.885","83.70152","84.91418","85.48125","87.19967","87.42283","88.23917","89.28812","88.47179","88.52074","89.29758","89.02547","90.0806"
"MCO","Monaco","13.49496","14.77222","14.77222","14.77222","15.53858","16.04949","16.30494","16.56039","17.32675","17.5822","18.85946","18.85946","19.11492","19.11492","19.11492","19.62582","19.62582","19.62582","19.62582","19.88128","19.88128","20.68095","20.95306","21.20852","21.48063","21.48063","21.73608","22.79121","23.04666","23.82968","23.82968","24.35725","24.6127","25.42904","25.93994","26.73962","27.5393","32.12998","31.56909","32.64088","32.35211","32.35211","32.89634"
"MDA","Moldova","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","6.529773","11.38337","15.17628","18.30031","21.20838","23.34579","27.77178","30.60273","33.8181","34.329","36.11717","38.97713","56.98054","59.24667","61.83656","65.81025","68.39725","68.12514","68.20639","68.67883","68.439","69.75061"
"MDG","Madagascar","26.72096","27.24852","27.8051","30.5595","32.11319","33.11647","34.92561","35.18106","34.89229","34.59734","35.30568","34.54119","34.74479","36.11153","37.26849","38.31744","39.32072","37.96634","35.59201","34.23762","33.78474","36.19425","37.81027","37.81027","38.10521","39.177","38.86539","38.61612","39.94336","41.81483","42.88662","43.14207","41.22062","41.76485","59.55558","61.26681","64.41431","66.40813","66.31022","66.78883","66.71704","64.61193","67.03811"
"MDV","Maldives","12.91186","12.91186","12.91186","12.91186","12.91186","12.91186","12.91186","12.91186","12.91186","12.91186","16.90647","17.40503","18.40831","17.66048","17.66048","17.41738","17.41738","17.41738","17.91593","17.67283","17.67283","19.3055","19.28885","19.28885","20.36063","19.81641","19.81641","20.36063","20.61609","21.65887","21.91432","22.42522","22.3919","22.3919","21.84768","22.93613","23.48035","23.75247","23.75247","24.29669","25.64059","25.8442","27.74899"
