"Country Code","country name","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"FJI","Fiji","31.10959","31.27946","30.8184","30.42859","30.39503","29.67428","30.06821","29.71403","29.60921","29.42283","29.21667","29.18695","29.18695","29.16704","29.03389","28.95651","28.84841","28.22127","29.03244","29.29307","29.05221","28.57141","29.52105","29.11849","29.82775","30.25759","43.15989","46.26702","48.18222","48.81543","49.24579","50.16175","52.20949","51.03196","50.7594","51.31668","51.94074","51.77555","52.68616","50.85939","53.10935","53.88985","53.7299"
"FRA","France","45.81189","45.88313","45.91876","45.73032","45.73032","45.58782","45.8432","45.96775","46.233","55.42784","55.67335","56.06317","56.265","69.12851","69.39127","69.28395","69.59197","69.97059","70.19479","70.69238","71.4791","73.73353","74.78514","74.8923","77.44799","78.85969","79.30501","80.26167","81.41953","81.78895","82.81075","83.43778","83.77943","83.71674","83.64841","84.84043","84.53827","85.61673","85.92501","86.48311","86.48289","86.6072","86.5028"
"FRO","Faeroe Islands","52.24071","52.24071","52.24071","52.32404","52.32404","52.32404","52.40738","52.4907","52.4907","52.57404","52.57404","52.65737","52.65737","52.65737","52.7407","52.7407","52.7407","52.55914","52.55914","52.4758","52.4758","52.22581","52.24071","51.01743","50.85076","50.699","50.52436","51.37289","52.37445","54.71017","55.71323","56.56326","57.09276","57.58138","58.26864","58.32041","58.28174","58.45076","58.27094","58.07145","58.26792","58.26792","58.42096"
"FSM","Micronesia, Fed. Sts.",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","31.40395","30.92168","30.43941","29.66613","29.18386","28.51035","28.02808","27.54581","26.8723","26.52963","25.76464","27.28664","28.77241","29.62503","29.89973","30.74493","31.35878","31.87225","32.05549","32.24673","32.42997","32.33019","32.33019","32.51342","32.69666","33.06312","33.42959"
"GAB","Gabon","38.65023","38.71943","38.8578","38.91462","39.053","39.10982","39.17901","39.16663","39.30502","39.36172","39.34209","39.35458","39.4289","39.60914","39.79373","39.82244","39.7833","39.83392","39.74806","39.55705","39.3244","39.23603","39.01064","38.97821","38.43078","38.0883","38.1242","38.43637","41.05295","41.48309","41.71352","42.69252","43.11575","42.24303","43.21253","43.63993","42.24901","42.03708","42.21882","40.8186","40.28455","40.33006","40.41162"
"GBR","United Kingdom","49.53721","49.66984","49.78452","49.79824","58.99909","58.9832","59.63418","59.78654","60.49673","60.54597","60.45475","60.35707","60.25201","60.64025","61.18866","61.05399","61.02747","74.26011","74.30356","74.6557","74.54507","75.33809","76.32501","77.21619","78.83218","79.0387","81.52496","82.69126","84.24171","85.32439","86.44765","86.04656","87.01452","87.64901","87.46318","87.97847","87.24107","87.41533","87.16032","86.68895","86.37123","86.14223","85.84425"
"GEO","Georgia",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","34.88506","34.81588","34.74669","34.6083","34.38836","35.25205","29.92518","30.9171","42.26212","44.98932","46.14623","49.35328","49.53445","50.4182","50.80733","50.88193","49.47104","50.06348","52.47263","54.49512","54.32155","56.90185"
"GHA","Ghana","19.89928","19.30515","18.60303","18.20168","19.52789","19.8309","20.39017","20.67165","20.11005","18.18134","18.99577","17.97501","18.09252","17.71278","18.33871","18.45152","18.61286","19.22855","19.44294","19.81855","19.75049","20.23104","20.5189","20.75086","20.98313","21.00476","24.63858","25.92018","27.11209","29.10419","32.03704","31.10052","32.20192","32.35185","33.46637","35.66497","31.22907","30.35984","32.12734","32.28236","32.3804","32.41632","31.47546"
"GIN","Guinea","10.58299","10.58299","10.48358","10.56791","10.56791","10.56791","10.65223","10.65223","10.65223","10.73655","10.73655","10.63715","10.63715","10.53775","10.53775","10.62207","11.45023","12.12482","13.33801","14.22635","14.73854","14.52155","14.21704","14.31671","15.11254","15.58974","15.95991","18.02202","21.14357","20.89937","21.8394","23.49336","24.83909","25.37015","25.29716","25.02054","24.5071","23.62919","23.03169","22.29816","22.42162","23.34788","23.53317"
"GMB","Gambia, The","33.05608","32.97452","33.04371","32.96214","32.88058","32.88058","32.86821","32.78664","32.78664","32.83336","32.87295","32.92954","32.79863","32.69009","32.48024","32.37894","32.38881","32.60328","32.52172","32.46251","32.41055","32.15148","32.19095","32.02057","32.0937","32.61735","33.22844","33.95213","34.82977","36.66269","36.2402","36.02025","38.03477","40.35264","39.65448","37.7094","40.18467","40.15576","41.20408","41.7341","42.54796","42.63828","42.69164"
"GNB","Guinea-Bissau",".",".",".",".","21.71415","21.62983","21.62983","21.53042","21.53042","21.53042","21.53042","21.28447","21.02343","20.8618","20.77747","20.61584","20.3548","20.22251","19.94735","19.86317","19.71037","19.78259","19.59933","19.97501","20.44919","20.8389","20.54146","20.0271","19.18157","21.27919","22.44092","22.97092","25.01115","25.32283","25.54876","25.29287","25.36035","25.31946","25.5784","25.60245","25.57677","25.57677","25.73163"
"GNQ","Equatorial Guinea","18.07612","18.18003","18.09188","18.00373","18.00373","17.91558","17.82743","17.65113","17.56298","17.47482","17.29852","17.03407","16.85777","16.68147","16.40125","16.04865","15.96049","15.78419","15.74633","15.57003","15.4063","15.4693","15.40644","15.74881","15.14018","15.34664","15.1832","15.1832","16.47831","16.56646","17.37591","17.69968","18.93521","19.58277","20.23032","20.71599","20.80414","21.06994","21.23183","21.48187","22.719","23.52845","23.69034"
"GRC","Greece","34.272","34.19869","34.3035","34.30144","34.40626","34.39183","34.59364","34.86876","34.98561","35.17711","35.50169","35.74353","35.86512","36.08435","36.26867","36.2538","36.23245","36.69017","36.73406","37.2339","43.27047","53.88535","53.21141","58.15119","59.95325","60.84205","62.17591","62.69067","63.40345","65.54272","65.75603","78.35674","79.71711","79.02592","79.42802","80.02763","79.78864","80.62206","81.31126","80.37839","80.5312","80.24276","79.84033"
"GRD","Grenada",".",".",".",".","50.83412","50.84767","50.84767","50.77191","50.81514","50.38131","50.88827","51.12054","51.17035","51.28512","51.41069","51.49999","51.48297","51.59414","51.62668","51.87172","51.90438","52.19727","52.33139","52.43956","54.49774","55.28029","55.28929","56.39649","56.89396","56.84643","56.20503","52.04123","53.22778","53.65693","53.85997","54.03177","54.10184","54.29799","54.24159","54.5105","54.60641","54.68072","54.71313"
"GRL","Greenland","32.93717","32.83136","32.83136","32.92112","32.92112","32.92112","32.92112","33.61438","33.33707","33.38329","33.38329","33.19842","33.01355","32.69003","32.55138","33.19842","33.29086","32.92112","32.46162","32.09188","32.27942","32.51051","32.69537","32.54334","32.59223","32.05764","33.37443","41.1837","36.83472","36.45892","41.40615","39.80239","39.25043","41.41216","42.0378","42.96421","43.40674","43.42047","44.71722","45.07358","44.878","44.66636","44.56055"
"GTM","Guatemala","23.28427","23.5357","23.82069","24.16868","32.97972","32.64675","32.61113","33.06188","32.93912","33.19407","33.18433","33.3807","33.1135","33.12143","33.15499","32.91945","34.75137","33.9978","34.27931","34.55357","35.55101","35.47347","35.80581","35.77547","34.91111","35.82227","39.09658","40.82836","43.91088","46.07139","43.85409","45.12172","45.67832","45.98692","46.68889","46.90166","46.97175","47.23454","47.70166","47.13231","46.51053","46.21912","46.72722"
"GUM","Guam","58.89211","58.89211","58.89211","58.89211","58.89211","58.89211","58.89211","58.89211","59.00544","59.00544","59.00544","59.00544","59.00544","59.11878","59.11878","59.11878","59.11878","59.11878","59.11878","59.11878","59.11878","59.11878","59.11878","59.33603","59.55328","61.1233","62.38127","63.22295","64.48092","65.4174","67.1318","68.18163","68.81516","69.02331","69.13664","69.34479","69.76108","69.76108","69.96922","69.96922","70.17737","70.17737","70.38551"
"GUY","Guyana","32.99339","32.82832","32.75256","32.60104","32.52528","33.15389","33.07813","33.03008","32.54912","32.75483","32.66405","32.71386","32.64891","33.03996","32.65031","32.86408","33.79464","33.73054","34.44196","34.66547","34.51918","34.18074","35.23306","35.93035","37.01306","37.97374","38.54231","39.89669","41.20189","44.38477","56.37372","58.61127","43.1706","47.51417","46.95506","41.78356","52.73928","52.29789","44.21296","42.76106","40.91627","40.29663","38.94219"
"HND","Honduras","26.92743","26.3595","26.43486","26.35536","25.99086","25.91999","26.04036","26.18682","26.43163","26.87858","26.81085","27.46627","27.45542","27.09846","27.40984","27.54164","28.11796","28.4352","28.84978","28.69432","29.0649","28.65895","28.1085","27.50467","26.3658","35.46445","36.89454","39.41459","40.89207","42.909","40.27164","40.8501","45.2804","45.08123","45.29911","47.01693","44.89722","45.16171","46.069","45.49229","44.19555","44.44276","44.19207"
"HRV","Croatia",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","38.36921","38.82002","38.9496","42.80373","45.79296","56.7878","58.882","65.0246","66.27026","68.70072","68.21504","68.91819","69.40475","70.97118","71.52911","70.70697","71.21785","71.18323","71.23658","70.66322","70.47107","71.0636"
"HTI","Haiti","18.93115","18.93115","18.93115","18.93115","18.82723","18.82723","18.82723","18.81147","18.81147","18.81147","18.70755","18.87652","18.77261","18.77261","18.94157","18.83766","19.00663","19.00663","18.90271","19.07168","19.07168","19.13673","19.25003","19.36318","19.31508","19.66711","19.65673","20.97263","20.0357","20.97312","23.05627","23.88537","25.09621","25.95275","27.22272","27.30583","27.08543","27.11506","27.12764","27.17304","27.2359","27.2813","27.26873"
"HUN","Hungary","39.13403","39.06484","38.99565","38.99565","38.92646","38.92646","39.25514","39.52039","39.58382","39.63488","39.69832","39.80044","39.89438","39.84332","39.784","39.91662","40.07975","40.2733","49.592","49.92812","64.04192","65.17786","71.23645","73.20576","75.76225","76.97203","76.33493","76.6815","77.47202","77.86934","77.04592","76.84292","76.53487","77.04524","77.28259","79.10153","80.82228","80.64597","81.49498","80.96603","80.74884","81.30905","80.58888"
"IDN","Indonesia","7.868681","7.717927","7.648737","7.579546","7.510356","7.359602","7.387413","7.415222","7.236659","6.963596","6.726156","8.603086","8.753651","9.29284","9.51833","10.02565","9.803744","9.730862","9.948545","10.05729","10.76148","20.08711","20.85764","21.3001","21.89102","25.78714","27.2187","29.11279","29.28774","30.04214","30.22629","30.93689","30.63139","30.31872","31.55386","31.6799","31.91172","32.47991","33.07126","33.09053","33.63243","33.84272","34.35656"
"IMY","Isle of Man",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"IND","India","6.967721","6.89853","6.89853","6.82934","6.747776","6.747776","6.718058","6.646362","6.596908","6.537586","6.586926","6.834945","7.049133","7.184263","7.188202","7.251641","7.570283","7.63327","8.08884","8.372496","8.525792","8.910877","9.986864","10.73156","11.55295","14.3837","24.42243","25.47049","26.60535","27.32441","28.13294","28.42161","28.98006","28.9207","28.65557","28.63734","31.04479","30.62941","29.27387","29.10178","29.37135","29.64946","29.98002"
"IRL","Ireland","49.02565","49.09484","49.08246","49.15165","49.43459","49.50367","49.37455","59.15475","59.71859","59.38969","60.17102","61.05834","61.40018","61.6516","62.31903","62.80766","62.69091","63.96407","64.66473","65.34","65.22108","65.8681","67.1609","67.49058","68.62431","69.88332","71.60622","72.97741","74.36156","76.07578","76.36851","76.77041","77.49324","77.86711","77.14067","78.27827","79.06609","78.07859","78.18573","92.0632","91.60606","91.35175","90.50027"
"IRN","Iran, Islamic Rep.",".",".",".",".",".",".",".",".",".","21.248","21.30482","22.03234","22.57349","23.23332","23.57927","23.96085","23.49954","21.97724","20.67425","19.81507","19.08851","18.29957","18.00449","17.47396","16.70801","18.35768","19.61613","20.76821","21.82646","23.48375","24.84312","24.90121","27.28643","27.77762","29.17006","28.63745","29.2487","30.43287","31.23149","32.55688","33.38001","33.39981","33.28733"
"IRQ","Iraq","21.44063","21.35631","21.17258","21.04233","20.72836","20.77177","20.4578","20.35839","20.35839","20.17467","20.17467","21.51406","21.7751","21.85942","22.06821","21.91655","21.69564","21.1143","20.69459","23.05819","23.27208","22.58623","19.94946","21.30395","22.569","22.81495","23.23762","23.27776","23.50162","24.98055","25.90024","22.75945","24.77202","24.08388","25.07731","25.80115","25.85921","26.79239","28.32418","27.35563","28.78486","29.38908","29.34462"
"ISL","Iceland","44.97073","44.97073","44.82618","44.61243","44.93305","45.03992","44.56649","44.78024","45.17005","45.06318","45.20567","59.71241","61.43278","62.13197","63.68021","62.05534","62.63403","62.98705","62.70771","63.11724","63.55855","64.5134","67.2228","79.21365","79.81989","81.4494","82.258","83.24896","83.67115","84.075","84.6982","84.89758","84.97837","85.22729","84.58415","84.18646","82.97369","83.07484","83.40908","70.78403","70.47956","70.04943","69.59657"
"ISR","Israel","42.76934","43.41013","43.20625","42.94825","42.75813","42.57003","42.467","42.19361","42.3579","42.06304","41.89094","41.575","41.5158","41.57879","41.6895","42.22168","41.9787","42.29762","42.57105","43.33117","44.47329","45.38887","45.77753","55.23124","56.78149","60.00729","61.22054","62.15701","63.45049","63.70093","63.65143","75.89972","75.30529","74.57114","75.95968","76.15048","75.85264","76.42743","76.30037","75.5619","75.80965","75.91875","75.95483"
"ITA","Italy","33.28271","33.48612","33.76886","33.88935","33.98188","34.01337","34.20512","34.68779","35.17026","35.38174","35.51005","35.72342","35.96704","36.02985","36.22197","45.56907","45.60837","45.7303","45.73022","59.02639","59.49293","60.37782","62.14843","61.66236","62.75121","65.09827","67.09155","67.79332","69.47288","75.54251","77.09684","77.43813","77.02547","77.28682","77.44579","76.99785","77.02628","77.43774","77.63268","77.81989","77.85904","77.82164","77.79065"
"JAM","Jamaica","42.99085","42.91509","42.91509","43.07337","43.10108","43.25936","43.06433","42.73951","43.07738","42.95561","42.31167","41.95826","41.52486","41.41445","40.6963","40.49219","40.03968","39.64542","39.75097","39.49112","38.9888","38.42483","36.98358","35.84247","36.91456","49.47883","52.90225","53.83332","55.70399","55.02397","56.11908","53.13874","52.64226","56.88997","57.64751","45.34966","46.34827","48.14936","47.68485","47.95057","46.43123","47.12941","46.14362"
"JOR","Jordan","36.65604","37.68914","37.28696","36.9441","37.27458","36.63675","36.7788","36.94661","37.77153","37.57752","37.32771","37.18521","38.23567","38.4163","38.5588","38.62017","39.17643","39.41208","39.71295","40.34386","40.67561","39.32475","40.61797","41.66934","41.71428","42.38488","52.65422","55.61924","58.50349","61.66451","58.95079","59.28","59.63827","59.63346","60.13177","60.02155","61.31518","61.23359","62.16305","62.24197","61.14227","59.10088","57.22364"
"JPN","Japan","24.6998","33.43754","33.7897","33.84655","34.05825","34.30354","34.70924","34.93639","35.04122","35.429","35.7377","35.80691","36.11561","36.25607","36.50134","36.67742","36.60617","36.89738","37.09407","37.46808","38.11092","38.82739","40.17225","42.11544","42.95716","43.9325","45.63879","46.68407","51.69845","52.26353","52.99106","53.53133","54.13895","53.97236","54.33878","54.90538","67.64147","67.56422","67.41942","66.75914","67.01835","66.58257","66.57808"
"KAZ","Kazakhstan",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","26.2298","26.2298","26.64479","28.55373","32.14025","32.67368","34.03684","36.93592","38.93059","40.11843","42.00367","42.90614","42.82623","43.14533","44.15031","43.8025","44.35886","44.07841","43.61537","42.34792","43.32502","43.9179"
"KEN","Kenya","16.96589","16.87659","16.80083","16.63576","16.56","16.47069","16.2516","15.82716","15.54282","15.53006","15.93044","15.63279","15.31408","15.01045","14.75657","14.68032","14.81474","14.84519","15.14629","15.62927","15.47912","16.4491","17.63302","19.39764","18.83074","19.65892","22.27686","23.29737","23.87054","25.78787","25.67353","26.86628","27.37817","26.76157","29.43428","28.99579","28.84209","28.42083","27.30262","26.9052","26.82455","27.22813","26.69732"
"KGZ","Kyrgyz Republic",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","40.96768","40.89849","40.8293","40.79958","40.81077","41.3787","41.76034","42.0161","43.10713","44.30022","44.98693","43.89511","36.39251","39.36758","41.2779","52.54876","54.11429","42.67067","41.28197","40.7014","41.20086","41.55852"
"KHM","Cambodia","13.85693","13.40617","12.92183","12.29912","11.53803","10.22342","10.15423","10.15423","10.15423","10.23579","10.1666","10.23579","10.15423","10.15423","10.15423","10.15423","10.35604","10.42523","10.48205","10.75305","10.82224","11.02981","11.08663","11.2942","12.91438","14.12521","15.16318","14.99404","16.67813","18.00867","19.22223","19.70373","20.91306","19.61306","21.92043","23.34801","23.8159","24.10909","24.06403","23.67618","25.35895","26.7596","26.74468"
"KIR","Kiribati",".",".",".",".",".",".",".",".",".","35.55571","35.80744","34.6089","33.59509","32.90344","32.39654","31.95264","31.34182","30.75933","30.13594","29.55345","28.86501","27.75047","27.96254","28.04016","27.6436","27.58164","27.37381","27.41577","27.20794","27.89037","28.51322","28.54102","28.56013","28.38717","28.28885","27.72557","27.9334","28.37686","28.90847","29.02441","28.72843","28.62452","29.4099"
"KNA","St. Kitts and Nevis",".",".",".",".",".",".",".",".",".",".",".",".",".","50.39925","50.46421","50.4929","50.15515","49.92111","50.1529","50.31734","50.46032","50.50603","50.53424","50.52344","50.53809","50.55311","50.50989","50.67448","50.8986","50.79425","51.09596","51.15863","50.99496","50.35525","50.04954","49.56242","50.29071","51.35355","50.85089","50.69933","50.56422","48.88068","47.96599"
"KOR","Korea, Rep.","21.94888","21.93651","21.79195","21.93239","21.73984","21.77341","22.30184","23.08963","23.56021","25.21704","25.72107","26.18033","26.04815","26.29366","26.19236","25.69147","25.74126","25.90932","35.46603","38.51182","39.30758","40.8484","42.68951","44.73146","45.42469","46.41498","48.14953","49.34903","49.34538","50.77968","52.62975","53.32244","54.0547","54.01412","54.4543","52.48708","52.12664","52.24162","52.28011","51.82993","52.37455","52.05718","51.95475"
"KWT","Kuwait","50.98372","50.90215","50.90215","50.90215","50.82059","50.82059","50.82059","50.88978","50.88978","50.80821","50.80821","50.80821","50.72665","50.72665","64.55825","64.33555","64.40474","64.40474","64.32317","64.32317","64.32317","64.32317","73.11789","73.5146","75.117","76.96989","79.7292","80.78975","81.13507","81.31403","80.32717","80.4955","81.1596","81.25311","80.71761","79.75278","79.84628","79.34174","80.36961","80.65335","80.85803","80.59586","80.72292"
"LAO","Lao PDR","11.15734","11.05342","10.96527","10.96527","10.86135","10.7732","10.86135","10.9495","10.9495","10.93374","10.93374","11.03766","10.84559","10.65352","10.35754","10.11518","9.857064","9.778149","9.954161","10.19304","9.41853","10.14625","9.880724","9.696526","10.54773","11.33321","11.97663","14.79876","14.92027","17.42364","18.23895","19.24533","19.42484","19.44729","19.73737","20.96955","20.93715","21.08111","21.40504","21.21464","21.71563","21.66339","22.01678"
"LBN","Lebanon","52.81399","52.64892","52.64892","52.55961","52.55961","52.55961","52.54607","52.54607","52.62183","52.69758","52.77334","52.92486","53.00062","53.07638","53.15214","53.2279","53.37942","53.53093","53.60669","53.68245","53.75821","53.6689","53.6689","53.65535","54.20061","54.65657","56.224","60.05403","60.25686","62.37747","63.14095","63.54185","64.20312","64.94463","65.9227","66.00256","65.8223","66.09744","66.12258","65.8172","71.48042","69.83858","66.14427"
"LBR","Liberia","21.72975","21.29503","21.42316","21.85788","21.16487","20.92336","20.85828","21.82432","21.75924","22.33607","22.58514","21.29943","21.12406","22.55097","22.11904","21.85772","21.81758","21.74085","22.05214","22.3536","15.31597","15.98604","16.57907","16.96771","17.34296","17.71821","17.43677","17.15533","16.79542","18.23685","18.37846","18.5971","18.40948","18.22158","18.02615","20.92435","22.11331","22.36407","22.15967","22.53609","24.22684","24.57141","24.7437"
"LBY","Libya","39.15761","39.41059","39.47983","39.56415","39.7328","39.90145","39.98577","40.0701","40.15442","40.05502","40.13934","40.30097","40.54693","39.51571","39.57794","39.62509","38.60371","39.96693","39.42226","39.78619","40.45008","40.87559","40.34315","39.23867","39.17745","39.61499","39.80067","39.71714","41.23061","41.88422","43.28432","36.79394","39.26691","40.04352","40.40068","39.52953","38.71471","38.49356","38.47582","37.50999","37.52617","37.39952","37.10131"
"LCA","St. Lucia",".",".",".",".",".",".",".",".",".","41.95822","42.26978","42.28255","42.53356","42.70895","42.71328","42.53516","42.40562","42.44463","42.37284","42.42278","42.31235","42.3947","42.57233","43.69799","44.24107","44.6628","45.89474","46.21286","46.65417","46.69216","47.80782","49.27696","50.0486","49.84039","48.61159","49.14921","50.06974","52.17671","52.63951","52.86708","53.1815","52.96253","52.35571"
"LIE","Liechtenstein","75.8904","75.8904","75.8904","75.8904","75.8904","75.97967","75.97967","75.97967","75.97967","75.97967","75.97967","75.97967","75.97967","75.97967","75.97967","75.97967","76.06894","76.06894","76.06894","76.06894","76.06894","76.24007","76.5823","76.06894","75.89783","76.92455","77.26678","77.26678","77.51974","77.86199","78.11495","79.46957","79.11299","78.93176","78.98863","78.97266","79.0779","79.0779","79.24185","79.40581","79.40581","79.56976","79.56976"
"LKA","Sri Lanka",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","35.36753","35.30983","37.78577","37.76017","38.85537","39.10027","39.38111","39.68708","41.19403","43.41843","42.84904","42.62911","42.41782","43.20768","42.97356"
"LSO","Lesotho","36.76657","36.76657","36.76657","36.76657","36.67727","36.67727","36.7827","36.84765","37.064","37.10447","37.32082","35.98952","35.2048","34.31996","33.7454","32.63773","31.3136","31.12787","31.23532","31.80915","31.25804","32.14744","31.86899","31.58287","31.10478","30.4643","30.43098","30.97534","31.19676","32.02925","32.58819","30.08467","31.55776","30.88663","31.74467","28.48232","28.67941","29.66634","29.79967","30.11673","29.89472","26.94458","28.48676"
"LTU","Lithuania",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","43.21934","43.06858","43.08096","42.61632","42.30969","44.56226","56.61972","59.16945","60.52897","59.93567","60.12632","61.37348","63.52935","63.40861","63.72409","64.32609","65.3339","65.44308","65.31681","65.47997","66.43474","67.15615","67.17262"
"LUX","Luxembourg","58.28836","58.35755","58.35755","58.35755","58.35755","58.42674","58.42674","58.66193","58.82792","59.0631","59.0631","59.21529","59.29829","59.45048","59.53347","70.71246","71.56692","71.64992","71.64992","71.73291","71.81591","73.09252","73.59251","75.32491","75.70612","76.84972","78.43646","78.50052","78.88172","79.40337","80.16069","78.48785","80.2188","80.64207","81.0029","81.10812","80.78999","80.96671","81.20628","81.21792","80.15509","80.19987","79.38855"
"LVA","Latvia",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","46.97527","46.97527","46.90607","44.69398","53.59513","55.44117","56.1763","58.75008","60.08913","59.7452","61.13078","62.332","63.29196","64.19306","68.69444","69.75779","71.06315","69.71137","69.591","70.28917","71.36121","71.59779","71.54196"
"MAC","Macao, China","56.88062","56.86824","56.86824","56.94981","56.94981","57.019","57.019","57.019","57.019","57.019","57.08819","57.08819","57.00663","57.07582","57.06512","58.94958","58.47014","58.28276","58.3607","58.19252","58.27695","58.50531","59.21289","58.75132","59.86525","59.46779","62.1592","63.43307","64.76099","65.19492","67.42335","67.55677","67.58886","66.5994","66.61708","66.58707","66.38863","67.09994","68.08772","68.2793","67.95531","67.87318","67.86124"
"MAR","Morocco","25.41098","25.05886","25.02529","25.02735","25.10065","25.20959","24.96227","25.01379","25.14245","25.28701","25.26933","21.99422","21.37606","21.72404","21.3364","21.12382","20.79198","21.21991","21.43197","21.72817","22.26798","22.38169","32.07013","32.82513","35.10226","35.4916","38.10199","39.58775","41.32999","43.24537","45.25077","46.3161","47.02619","46.34145","46.45662","49.23025","47.43579","50.00169","51.12633","52.46629","54.48042","56.74513","56.49617"
"MCO","Monaco","75.91009","75.91009","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.8101","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.91009","75.70713","75.77288","75.9565","75.9565","75.9565","76.06633","76.04698","76.04698","75.93896","75.93896","76.93441","76.93441","77.11803"
"MDA","Moldova","36.97453","36.89297","36.89297","36.89297","36.89297","36.89297","36.8114","36.8114","36.8114","36.8114","36.8114","36.8114","36.8114","36.72984","36.72984","36.72984","36.72984","36.64827","36.64827","36.64827","36.64827","36.57908","36.5099","36.5099","36.4407","36.34366","39.37231","43.09965","49.0591","48.39301","51.26906","53.54886","54.26455","56.06739","56.98555","54.68219","56.42136","59.64255","59.90237","59.80163","59.27691","59.9794","59.14821"
"MDG","Madagascar","15.66196","15.98464","15.45233","14.1616","14.37947","14.71926","14.13159","14.28613","14.0285","13.8942","13.44858","13.74217","13.49747","13.31801","13.66266","14.3271","14.48967","14.76307","14.77237","14.92519","14.98657","13.68649","13.74201","15.19889","14.55168","15.11155","15.00938","17.58395","18.04807","19.90795","20.50759","20.90859","19.46675","21.83828","22.24017","21.30579","22.39929","20.32682","21.02287","21.7554","21.7599","21.79867","22.02649"
"MDV","Maldives","34.16338","34.16338","33.99722","33.99722","33.90731","33.83105","33.83105","33.74114","33.74114","33.65124","33.57498","33.48507","33.69173","33.757","33.61547","33.64968","33.99441","34.26313","34.55361","34.83221","34.5464","34.69769","35.08285","35.48687","35.77252","36.38285","37.14516","38.24558","39.55812","41.57089","42.20105","43.03289","43.33302","44.46238","45.58243","45.81154","47.86256","47.93962","48.14146","47.81959","48.01115","45.0647","45.20476"
"MEX","Mexico","31.22817","31.2638","31.60973","31.46723","31.17192","30.70881","30.66286","30.87661","30.93548","31.00673","30.77665","30.77459","30.93477","29.92096","29.94421","39.22322","39.74432","39.28595","39.40461","39.60643","40.06725","41.08378","43.39922","43.55349","44.59152","46.01277","46.8256","48.35959","48.96457","48.73797","50.62342","51.17688","52.31913","51.45985","51.64944","52.59888","52.80474","51.50004","51.42075","53.39027","52.27308","52.1609","51.52257"
"MHL","Marshall Islands",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MKD","Macedonia, FYR",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","41.38087","41.45663","41.31141","42.31374","40.64495","41.01553","44.62385","46.66632","48.05704","55.09449","56.57407","59.12481","58.90603","61.51891","62.66331","62.43559","64.59808","63.64788","62.67718","62.43156","61.72508","60.90252"
"MLI","Mali","12.23106","12.57082","11.55891","11.94897","12.22202","12.4193","11.80184","12.25899","12.61005","12.57092","12.57886","12.63073","12.48776","12.07413","12.16717","12.13372","11.92749","11.67243","11.84544","12.02925","12.1438","12.02401","12.25764","12.3725","12.53045","12.60927","12.66724","14.04002","14.79383","16.09827","17.74856","18.48713","18.55444","19.27197","19.39771","19.87394","20.32065","20.19302","21.22421","21.89056","21.85231","21.28775","21.23588"
"MLT","Malta","55.70794","55.67437","55.21152","55.30719","55.34871","54.86184","54.65015","54.73154","54.69412","54.44887","54.18399","54.0551","53.85545","53.47121","53.50288","53.32899","53.36461","53.20954","53.89175","53.76264","54.31853","54.64687","55.28055","55.62334","55.77172","68.04237","70.42164","71.48218","72.53524","72.78854","72.73873","72.85201","76.04684","75.55354","75.95148","76.23096","76.95115","77.27317","77.00394","76.13133","75.86131","76.04527","75.37243"
"MMR","Myanmar","4.41872","4.41872","4.329447","4.329447","4.134935","4.134935","4.045661","3.867115","3.777842","3.688568","3.494056","4.036214","3.946941","3.962907","3.873633","3.889598","3.573882","2.626734","2.6427","3.065504","3.447101","4.162229","4.545676","4.124722","4.149934","4.258872","4.576437","4.868761","4.870611","4.658284","4.658284","5.082937","4.942268","9.6381","13.16574","10.95155","12.96917","13.02788","13.13497","13.13682","13.48253","15.49831","15.55702"
